miss-seo-girl.com;Yes;http://www.miss-seo-girl.com/quelle-est-linfluence-reelle-des-reseaux-sociaux-sur-le-seo/;Alexandra Martin;fr
https://www.aruco.com/;Yes;https://www.aruco.com/2015/11/17-startup-business-france-web-summit-dublin/;Geoffray SYLVAIN;fr
www.presse-citron.net;Yes;http://www.presse-citron.net/lanti-google-vient-de-franchir-un-nouveau-cap/;Setra;fr
